store_id,sku_id,category,subcategory,brand,stock_on_hand,reorder_point,safety_stock,forecast_8_week_demand,stock_coverage_ratio,forecast_stockout_risk,forecast_overstock_risk,recommended_action,cost_price,stockout_units_at_risk,overstock_units_at_risk,stockout_value_at_risk,overstock_value_at_risk,total_value_at_stake
ST10,SKU04568,Stationery & Office,Notebooks,FreshFarm,49,49,14,183.61623360140788,0.26686093619787815,HIGH,LOW,Reorder Now,218.06,134.61623360140788,0.0,29354.415899123003,0.0,29354.415899123003
ST03,SKU01168,Health & Wellness,OTC Medicine,GreenValley,35,44,13,69.2965365839281,0.5050757472938052,HIGH,LOW,Reorder Now,176.59,34.2965365839281,0.0,6056.425395355864,0.0,6056.425395355864
ST01,SKU01764,Apparel & Footwear,Footwear,ValueChoice,79,29,9,131.6614463769644,0.6000237896051392,HIGH,LOW,Reorder Now,1173.71,52.66144637696439,0.0,61809.26622710688,0.0,61809.26622710688
ST25,SKU03813,Health & Wellness,OTC Medicine,PurePlus,191,72,28,91.32550789871057,2.0914200686607596,LOW,HIGH,Clear / Markdown,1201.62,0.0,99.67449210128943,0.0,119770.8631987514,119770.8631987514
ST05,SKU01889,Stationery & Office,Office Supplies,SparkleClean,66,40,14,145.15282735852387,0.45469317546933924,HIGH,LOW,Reorder Now,48.96,79.15282735852387,0.0,3875.3224274733284,0.0,3875.3224274733284
ST28,SKU04702,Electronics & Accessories,Batteries,HomeStyle,160,54,13,333.2223405832925,0.48015988279755295,HIGH,LOW,Reorder Now,1527.73,173.22234058329252,0.0,264636.9663793135,0.0,264636.9663793135
ST15,SKU03541,Personal Care,Hair Care,HealthFirst,55,70,34,61.907608806102665,0.8884206814102997,HIGH,LOW,Reorder Now,491.62,6.907608806102665,0.0,3395.918641256192,0.0,3395.918641256192
ST19,SKU03514,Stationery & Office,Office Supplies,NutriPlus,159,98,39,67.3811074127986,2.359711885201207,LOW,HIGH,Clear / Markdown,222.55,0.0,91.6188925872014,0.0,20389.784545281673,20389.784545281673
ST14,SKU00265,Grocery,Pulses & Lentils,CleanWave,118,43,13,74.16984072765959,1.5909431494302126,LOW,MEDIUM,Watch / Reduce Orders,165.31,0.0,43.83015927234041,0.0,7245.563629310594,7245.563629310594
ST29,SKU02853,Stationery & Office,Notebooks,DailyBest,23,35,12,69.02035836586198,0.33323501274916567,HIGH,LOW,Reorder Now,115.44,46.02035836586198,0.0,5312.590169755107,0.0,5312.590169755107
ST27,SKU01656,Grocery,Flour & Atta,UrbanBite,61,50,15,59.26912684964492,1.0292036215540343,LOW,LOW,Healthy,370.39,0.0,1.7308731503550803,0.0,0.0,0.0
ST29,SKU03919,Electronics & Accessories,Batteries,MetroBrand,158,63,13,161.19942640588368,0.9801523710275007,HIGH,LOW,Reorder Now,314.38,3.1994264058836848,0.0,1005.8356734817128,0.0,1005.8356734817128
ST08,SKU02757,Health & Wellness,OTC Medicine,EverydayPlus,71,25,10,71.51486326403898,0.9928006117813851,HIGH,LOW,Reorder Now,124.73,0.5148632640389792,0.0,64.21889492358187,0.0,64.21889492358187
ST26,SKU01499,Stationery & Office,Writing Instruments,EverydayPlus,0,43,9,64.06103210719974,0.0,HIGH,LOW,Reorder Now,217.21,64.06103210719974,0.0,13914.696784004855,0.0,13914.696784004855
ST13,SKU04718,Dairy & Bakery,Cheese,UrbanBite,28,36,9,75.53023469533554,0.37071247180606437,HIGH,LOW,Reorder Now,113.09,47.53023469533554,0.0,5375.194241695496,0.0,5375.194241695496
ST27,SKU01925,Electronics & Accessories,Small Appliances,HomeStyle,4,57,14,112.37434766819946,0.035595312302150524,HIGH,LOW,Reorder Now,674.77,108.37434766819946,0.0,73127.75857607095,0.0,73127.75857607095
ST19,SKU02513,Beverages,Bottled Water,DailyBest,100,58,13,91.04016255975048,1.0984163163633314,LOW,LOW,Healthy,73.13,0.0,8.959837440249515,0.0,0.0,0.0
ST30,SKU00007,Beverages,Energy Drinks,GreenValley,40,75,25,158.34264791786237,0.25261671776986666,HIGH,LOW,Reorder Now,78.97,118.34264791786237,0.0,9345.51890607359,0.0,9345.51890607359
ST25,SKU03879,Electronics & Accessories,Batteries,TrueTaste,116,61,18,61.400312992182684,1.8892411837504606,LOW,MEDIUM,Watch / Reduce Orders,1662.37,0.0,54.599687007817316,0.0,90764.88169118526,90764.88169118526
ST06,SKU00107,Electronics & Accessories,Mobile Accessories,HealthFirst,127,57,15,70.92258877871606,1.7906847759921705,LOW,MEDIUM,Watch / Reduce Orders,1778.82,0.0,56.07741122128394,0.0,99751.62062864429,99751.62062864429
ST17,SKU02282,Frozen Foods,Ready Meals,UrbanBite,25,39,19,133.43911047367078,0.18735136880976747,HIGH,LOW,Reorder Now,156.11,108.43911047367078,0.0,16928.429536044747,0.0,16928.429536044747
ST18,SKU02707,Frozen Foods,Frozen Vegetables,GreenValley,79,49,11,66.82500790164605,1.182192153516439,LOW,LOW,Healthy,497.18,0.0,12.174992098353954,0.0,0.0,0.0
ST27,SKU03717,Frozen Foods,Frozen Vegetables,FreshFarm,20,88,21,124.54863509523345,0.16057984083653287,HIGH,LOW,Reorder Now,157.28,104.54863509523345,0.0,16443.409327778318,0.0,16443.409327778318
ST17,SKU00228,Electronics & Accessories,Mobile Accessories,FamilyChoice,188,66,15,70.94007516926581,2.650124059657741,LOW,HIGH,Clear / Markdown,1970.47,0.0,117.05992483073419,0.0,230663.0700812168,230663.0700812168
ST29,SKU04847,Electronics & Accessories,Small Appliances,ValueChoice,199,98,32,368.2294637170873,0.5404238921872172,HIGH,LOW,Reorder Now,434.38,169.2294637170873,0.0,73509.89444942838,0.0,73509.89444942838
ST29,SKU01887,Health & Wellness,Vitamins & Supplements,MetroBrand,53,28,13,78.48506528128448,0.6752877099617877,HIGH,LOW,Reorder Now,946.87,25.485065281284477,0.0,24131.043762889833,0.0,24131.043762889833
ST17,SKU00159,Dairy & Bakery,Milk,GreenValley,199,82,23,70.28706494740494,2.8312464057065063,LOW,HIGH,Clear / Markdown,165.75,0.0,128.71293505259507,0.0,21334.168984967633,21334.168984967633
ST10,SKU02612,Home Care,Air Fresheners,SparkleClean,91,37,15,102.08490410479365,0.8914148550953761,HIGH,LOW,Reorder Now,268.21,11.084904104793651,0.0,2973.0821299467048,0.0,2973.0821299467048
ST24,SKU04078,Health & Wellness,First Aid,MetroBrand,14,20,8,197.99181746205946,0.07070999286464338,HIGH,LOW,Reorder Now,216.72,183.99181746205946,0.0,39874.70668037752,0.0,39874.70668037752
ST24,SKU03512,Home Care,Laundry,SunriseFoods,131,77,37,240.68742087168317,0.5442743934251535,HIGH,LOW,Reorder Now,248.09,109.68742087168317,0.0,27212.352244055877,0.0,27212.352244055877
ST13,SKU04530,Grocery,Rice & Grains,SmartBuy,51,57,14,66.81467001938812,0.7633054235724123,HIGH,LOW,Reorder Now,153.61,15.814670019388117,0.0,2429.291461678209,0.0,2429.291461678209
ST02,SKU03966,Home Care,Air Fresheners,UrbanBite,109,59,19,59.977435901805535,1.8173501144405992,LOW,MEDIUM,Watch / Reduce Orders,204.45,0.0,49.022564098194465,0.0,10022.663229875858,10022.663229875858
ST14,SKU04667,Home & Kitchen,Cookware,SmartBuy,30,34,16,71.37113301037101,0.42033800970541785,HIGH,LOW,Reorder Now,620.8,41.37113301037101,0.0,25683.19937283832,0.0,25683.19937283832
ST26,SKU02841,Home Care,Dishwashing,DailyBest,177,92,23,59.532395917790566,2.9731711158479612,LOW,HIGH,Clear / Markdown,152.83,0.0,117.46760408220943,0.0,17952.573931884068,17952.573931884068
ST21,SKU04331,Home Care,Surface Cleaners,NatureBlend,170,77,34,68.36044705227926,2.4868181430994887,LOW,HIGH,Clear / Markdown,213.78,0.0,101.63955294772074,0.0,21728.50362916374,21728.50362916374
ST25,SKU01579,Home Care,Laundry,CityFresh,48,68,21,78.93870849962497,0.6080667002580622,HIGH,LOW,Reorder Now,219.93,30.938708499624965,0.0,6804.350160322519,0.0,6804.350160322519
ST16,SKU04783,Home & Kitchen,Cookware,PureLife,0,27,8,392.20828841082914,0.0,HIGH,LOW,Reorder Now,1433.97,392.20828841082914,0.0,562414.9193324767,0.0,562414.9193324767
ST01,SKU04289,Personal Care,Hair Care,HomeStyle,26,48,15,75.2606951361947,0.3454658497765584,HIGH,LOW,Reorder Now,382.47,49.2606951361947,0.0,18840.73806874039,0.0,18840.73806874039
ST14,SKU02978,Home & Kitchen,Storage & Containers,NatureBlend,35,31,10,80.69110628330877,0.4337528832126059,HIGH,LOW,Reorder Now,1241.29,45.69110628330877,0.0,56715.91331840834,0.0,56715.91331840834
ST11,SKU03563,Apparel & Footwear,Footwear,HealthFirst,13,68,14,70.74402679345874,0.18376109742740893,HIGH,LOW,Reorder Now,478.46,57.744026793458744,0.0,27628.20705959827,0.0,27628.20705959827
ST26,SKU02491,Snacks & Confectionery,Namkeen,CityFresh,21,26,5,60.03561779585422,0.34979235278978277,HIGH,LOW,Reorder Now,40.03,39.03561779585422,0.0,1562.5957803680446,0.0,1562.5957803680446
ST29,SKU01946,Apparel & Footwear,Footwear,DailyBest,146,62,27,85.97731847883199,1.698122279028112,LOW,MEDIUM,Watch / Reduce Orders,2343.85,0.0,60.02268152116801,0.0,140684.16208338964,140684.16208338964
ST03,SKU02809,Frozen Foods,Ready Meals,PrimeCare,17,62,21,68.29348418522898,0.24892565085553048,HIGH,LOW,Reorder Now,297.9,51.29348418522898,0.0,15280.32893877971,0.0,15280.32893877971
ST11,SKU02324,Snacks & Confectionery,Biscuits & Cookies,PrimeCare,20,92,42,72.78870132205823,0.27476791915147286,HIGH,LOW,Reorder Now,75.57,52.78870132205823,0.0,3989.24215890794,0.0,3989.24215890794
ST30,SKU01925,Electronics & Accessories,Small Appliances,HomeStyle,18,29,9,112.37434766819946,0.16017890535967735,HIGH,LOW,Reorder Now,674.77,94.37434766819946,0.0,63680.97857607095,0.0,63680.97857607095
ST24,SKU00006,Health & Wellness,OTC Medicine,UrbanBite,281,99,32,89.52952809604979,3.138629298911699,LOW,HIGH,Clear / Markdown,830.81,0.0,191.47047190395023,0.0,159075.58276252088,159075.58276252088
ST16,SKU02071,Stationery & Office,Writing Instruments,NutriPlus,76,75,37,367.6486557383215,0.20671910209320593,HIGH,LOW,Reorder Now,141.8,291.6486557383215,0.0,41355.779383693996,0.0,41355.779383693996
ST02,SKU04853,Health & Wellness,First Aid,EliteHome,190,66,18,235.1050331513167,0.8081494362467072,HIGH,LOW,Reorder Now,395.46,45.10503315131669,0.0,17837.236410019697,0.0,17837.236410019697
ST18,SKU01052,Home Care,Pest Control,MetroBrand,86,27,13,68.58481094022432,1.25392195182916,LOW,LOW,Healthy,143.41,0.0,17.415189059775685,0.0,0.0,0.0
ST21,SKU00274,Frozen Foods,Frozen Vegetables,GoldenHarvest,21,21,4,72.00292668871964,0.2916548113493555,HIGH,LOW,Reorder Now,817.34,51.00292668871964,0.0,41686.73209975811,0.0,41686.73209975811
ST21,SKU01735,Health & Wellness,Vitamins & Supplements,HealthFirst,145,51,19,65.261185448366,2.221841344189534,LOW,HIGH,Clear / Markdown,591.26,0.0,79.738814551634,0.0,47146.37149179912,47146.37149179912
ST30,SKU04776,Beverages,Bottled Water,PurePlus,249,89,24,74.70805100231667,3.3329741126867116,LOW,HIGH,Clear / Markdown,149.43,0.0,174.29194899768333,0.0,26044.44593872382,26044.44593872382
ST16,SKU03385,Beverages,Bottled Water,CleanWave,262,90,29,205.96265302175985,1.2720752823684003,LOW,LOW,Healthy,101.95,0.0,56.03734697824015,0.0,0.0,0.0
ST28,SKU02562,Grocery,Pulses & Lentils,SunriseFoods,29,66,26,71.50636085572096,0.4055583259021329,HIGH,LOW,Reorder Now,324.43,42.506360855720956,0.0,13790.33865242155,0.0,13790.33865242155
ST19,SKU04202,Frozen Foods,Frozen Vegetables,NovaFresh,39,45,21,71.35550875469517,0.5465590629319677,HIGH,LOW,Reorder Now,653.5,32.355508754695165,0.0,21144.32497119329,0.0,21144.32497119329
ST01,SKU03021,Health & Wellness,OTC Medicine,TrueTaste,172,93,24,184.02935404342406,0.9346335039540182,HIGH,LOW,Reorder Now,788.52,12.029354043424064,0.0,9485.386250320742,0.0,9485.386250320742
ST25,SKU01347,Frozen Foods,Ice Cream,PrimeCare,201,63,27,58.697017008185,3.424364818606908,LOW,HIGH,Clear / Markdown,313.56,0.0,142.30298299181499,0.0,44620.523346913506,44620.523346913506
ST21,SKU00070,Home & Kitchen,Storage & Containers,PremiumSelect,92,34,10,71.71475658441248,1.282860102742043,LOW,LOW,Healthy,470.84,0.0,20.285243415587516,0.0,0.0,0.0
ST30,SKU04251,Personal Care,Oral Care,DailyBest,61,65,19,67.47951465354284,0.90397804894107,HIGH,LOW,Reorder Now,138.24,6.479514653542836,0.0,895.7281057057617,0.0,895.7281057057617
ST02,SKU00801,Beverages,Bottled Water,PurePlus,180,80,38,77.42062290452861,2.3249619190221105,LOW,HIGH,Clear / Markdown,66.91,0.0,102.57937709547139,0.0,6863.58612145799,6863.58612145799
ST13,SKU03363,Beverages,Energy Drinks,CleanWave,81,68,21,129.94302007337535,0.6233501418872784,HIGH,LOW,Reorder Now,75.04,48.94302007337535,0.0,3672.6842263060867,0.0,3672.6842263060867
ST06,SKU01398,Home & Kitchen,Home Decor,MetroBrand,38,89,24,121.92290750927434,0.31167235736327437,HIGH,LOW,Reorder Now,414.53,83.92290750927434,0.0,34788.56284981949,0.0,34788.56284981949
ST02,SKU02841,Home Care,Dishwashing,DailyBest,84,42,15,59.532395917790566,1.4109964617583546,LOW,LOW,Healthy,152.83,0.0,24.467604082209434,0.0,0.0,0.0
ST02,SKU00617,Health & Wellness,Vitamins & Supplements,NatureBlend,107,66,20,71.49044934526238,1.496703419546919,LOW,LOW,Healthy,754.16,0.0,35.50955065473762,0.0,0.0,0.0
ST17,SKU02303,Beverages,Energy Drinks,PremiumSelect,75,34,13,186.9666931000203,0.4011409666419984,HIGH,LOW,Reorder Now,134.02,111.96669310002031,0.0,15005.776209264723,0.0,15005.776209264723
ST11,SKU04295,Electronics & Accessories,Small Appliances,UrbanBite,23,20,5,68.91457809554248,0.3337465110518856,HIGH,LOW,Reorder Now,1410.81,45.91457809554248,0.0,64776.74592297229,0.0,64776.74592297229
ST21,SKU04566,Frozen Foods,Ice Cream,UrbanBite,400,88,23,59.62809715907975,6.708246934877928,LOW,HIGH,Clear / Markdown,148.39,0.0,340.37190284092026,0.0,50507.786662564155,50507.786662564155
ST25,SKU04400,Home & Kitchen,Cookware,SparkleClean,276,98,48,151.92653499415914,1.816667509797488,LOW,MEDIUM,Watch / Reduce Orders,663.9,0.0,124.07346500584086,0.0,82372.37341737775,82372.37341737775
ST13,SKU02651,Apparel & Footwear,Women's Wear,FamilyChoice,5,97,42,71.10893187080589,0.07031465483245114,HIGH,LOW,Reorder Now,491.62,66.10893187080589,0.0,32500.473086325594,0.0,32500.473086325594
ST11,SKU03960,Dairy & Bakery,Cheese,GreenValley,216,80,30,125.88225252711695,1.7158892192008586,LOW,MEDIUM,Watch / Reduce Orders,135.26,0.0,90.11774747288305,0.0,12189.32652318216,12189.32652318216
ST02,SKU01263,Dairy & Bakery,Milk,BasicNeeds,273,94,41,114.94258359829766,2.3750988663529853,LOW,HIGH,Clear / Markdown,105.97,0.0,158.05741640170234,0.0,16749.344416088396,16749.344416088396
ST30,SKU03903,Apparel & Footwear,Men's Wear,FreshFarm,55,25,6,72.02720494321414,0.7636003652142507,HIGH,LOW,Reorder Now,842.04,17.027204943214144,0.0,14337.587650384037,0.0,14337.587650384037
ST02,SKU01294,Home Care,Pest Control,PurePlus,25,24,10,90.05138242556194,0.2776192805331494,HIGH,LOW,Reorder Now,326.44,65.05138242556194,0.0,21235.37327900044,0.0,21235.37327900044
ST23,SKU04169,Home & Kitchen,Storage & Containers,GreenValley,77,39,14,66.02277154075743,1.166264278264448,LOW,LOW,Healthy,1256.13,0.0,10.977228459242568,0.0,0.0,0.0
ST26,SKU02227,Home & Kitchen,Storage & Containers,SparkleClean,58,37,18,95.61382816537223,0.6066068173704339,HIGH,LOW,Reorder Now,775.96,37.613828165372226,0.0,29186.826103202235,0.0,29186.826103202235
ST25,SKU02140,Personal Care,Skin Care,NutriPlus,94,58,19,68.56360326046166,1.3709897894792624,LOW,LOW,Healthy,190.54,0.0,25.43639673953834,0.0,0.0,0.0
ST21,SKU04008,Dairy & Bakery,Butter & Ghee,GreenValley,105,74,28,95.30429113315563,1.1017342320221226,LOW,LOW,Healthy,210.31,0.0,9.69570886684437,0.0,0.0,0.0
ST15,SKU01113,Home Care,Dishwashing,SparkleClean,100,43,14,63.262940039548056,1.5807042786422227,LOW,MEDIUM,Watch / Reduce Orders,186.15,0.0,36.737059960451944,0.0,6838.603711638129,6838.603711638129
ST26,SKU03880,Personal Care,Skin Care,GoldenHarvest,47,33,10,70.98808638843838,0.6620829267438142,HIGH,LOW,Reorder Now,556.38,23.988086388438376,0.0,13346.491504799344,0.0,13346.491504799344
ST13,SKU00755,Home Care,Laundry,MetroBrand,138,66,29,90.74449817340654,1.5207533545041092,LOW,MEDIUM,Watch / Reduce Orders,72.0,0.0,47.25550182659346,0.0,3402.396131514729,3402.396131514729
ST03,SKU00349,Stationery & Office,Office Supplies,PureLife,9,89,37,74.82050033498696,0.12028788847582048,HIGH,LOW,Reorder Now,185.86,65.82050033498696,0.0,12233.398192260678,0.0,12233.398192260678
ST10,SKU04953,Snacks & Confectionery,Candy,EliteHome,508,96,43,60.064111051466305,8.457629541286593,LOW,HIGH,Clear / Markdown,36.37,0.0,447.9358889485337,0.0,16291.42828105817,16291.42828105817
ST13,SKU02459,Frozen Foods,Frozen Meat,CleanWave,218,88,36,64.67384056090005,3.3707600802633726,LOW,HIGH,Clear / Markdown,201.43,0.0,153.32615943909997,0.0,30884.488295817908,30884.488295817908
ST12,SKU04602,Beverages,Tea,UrbanBite,187,75,22,67.45356295899158,2.772277575814442,LOW,HIGH,Clear / Markdown,72.88,0.0,119.54643704100842,0.0,8712.544331548694,8712.544331548694
ST03,SKU04522,Electronics & Accessories,Small Appliances,SmartBuy,73,35,15,92.77910879754853,0.7868150594040719,HIGH,LOW,Reorder Now,546.11,19.77910879754853,0.0,10801.56910542923,0.0,10801.56910542923
ST21,SKU00911,Apparel & Footwear,Women's Wear,SparkleClean,36,32,16,75.35395262793516,0.4777453437346843,HIGH,LOW,Reorder Now,1077.09,39.35395262793516,0.0,42387.74883602268,0.0,42387.74883602268
ST10,SKU03007,Apparel & Footwear,Men's Wear,PrimeCare,219,80,33,66.59146790033397,3.2887096035752306,LOW,HIGH,Clear / Markdown,1787.31,0.0,152.40853209966605,0.0,272401.2935070541,272401.2935070541
ST04,SKU04105,Personal Care,Men's Grooming,BasicNeeds,36,41,11,679.9370504492425,0.05294607784090361,HIGH,LOW,Reorder Now,266.54,643.9370504492425,0.0,171634.9814267411,0.0,171634.9814267411
ST23,SKU01777,Personal Care,Hair Care,UrbanBite,46,47,17,76.60183305246058,0.6005078229459211,HIGH,LOW,Reorder Now,289.34,30.601833052460577,0.0,8854.334375398943,0.0,8854.334375398943
ST09,SKU02270,Home Care,Air Fresheners,PremiumSelect,74,62,24,116.88411499927255,0.6331057047440583,HIGH,LOW,Reorder Now,102.63,42.884114999272555,0.0,4401.196722375342,0.0,4401.196722375342
ST27,SKU02487,Personal Care,Skin Care,FamilyChoice,9,79,23,60.43635497077419,0.14891698886129415,HIGH,LOW,Reorder Now,235.85,51.43635497077419,0.0,12131.264319857093,0.0,12131.264319857093
ST25,SKU00593,Health & Wellness,OTC Medicine,SunriseFoods,62,94,27,58.480027546207275,1.0601910190793167,MEDIUM,LOW,Watch / Replenish Soon,570.95,0.0,3.5199724537927253,0.0,0.0,0.0
ST20,SKU02570,Beverages,Soft Drinks,SunriseFoods,234,69,30,59.79219990752441,3.913553947871264,LOW,HIGH,Clear / Markdown,110.51,0.0,174.2078000924756,0.0,19251.70398821948,19251.70398821948
ST08,SKU00578,Beverages,Soft Drinks,SmartBuy,97,61,27,126.6667634948129,0.7657888882901175,HIGH,LOW,Reorder Now,64.82,29.666763494812898,0.0,1922.9996097337719,0.0,1922.9996097337719
ST21,SKU00138,Frozen Foods,Ready Meals,SmartBuy,75,36,11,86.88206560525246,0.8632391446672265,HIGH,LOW,Reorder Now,504.37,11.882065605252464,0.0,5992.957429321185,0.0,5992.957429321185
ST12,SKU00706,Home & Kitchen,Storage & Containers,BasicNeeds,131,74,18,62.8207362342848,2.0852987063291684,LOW,HIGH,Clear / Markdown,670.07,0.0,68.1792637657152,0.0,45684.87927149279,45684.87927149279
ST14,SKU03645,Home & Kitchen,Storage & Containers,EliteHome,151,76,25,59.10913302969701,2.5545967646680947,LOW,HIGH,Clear / Markdown,1719.12,0.0,91.890866970303,0.0,157971.42722598728,157971.42722598728
ST04,SKU02084,Beverages,Bottled Water,SoftTouch,154,63,17,61.405238492554325,2.5079293522925283,LOW,HIGH,Clear / Markdown,82.36,0.0,92.59476150744567,0.0,7626.104557753225,7626.104557753225
ST15,SKU02406,Beverages,Soft Drinks,QuickBite,138,47,11,84.67606548378492,1.6297403429358248,LOW,MEDIUM,Watch / Reduce Orders,168.88,0.0,53.323934516215076,0.0,9005.346061098402,9005.346061098402
ST04,SKU01791,Beverages,Coffee,FreshFarm,36,97,23,70.59463389055296,0.5099537743309631,HIGH,LOW,Reorder Now,71.37,34.594633890552956,0.0,2469.0190207687647,0.0,2469.0190207687647
ST05,SKU00979,Frozen Foods,Frozen Meat,SmartBuy,26,59,15,69.27447248272557,0.3753186284671228,HIGH,LOW,Reorder Now,257.58,43.27447248272557,0.0,11146.638622100452,0.0,11146.638622100452
ST30,SKU03579,Personal Care,Men's Grooming,EverydayPlus,217,86,38,82.12413352092351,2.6423414250661525,LOW,HIGH,Clear / Markdown,368.64,0.0,134.87586647907648,0.0,49720.63941884675,49720.63941884675
ST02,SKU00651,Grocery,Rice & Grains,MetroBrand,69,41,16,69.6614422104951,0.9905049021452007,HIGH,LOW,Reorder Now,225.4,0.6614422104950961,0.0,149.08907424559467,0.0,149.08907424559467
ST26,SKU02808,Home Care,Surface Cleaners,GoldenHarvest,171,60,18,143.33691261385133,1.1929934647097697,LOW,LOW,Healthy,315.51,0.0,27.663087386148675,0.0,0.0,0.0
ST18,SKU04162,Home & Kitchen,Home Decor,TrueTaste,25,21,5,275.55481175156456,0.09072605134741601,HIGH,LOW,Reorder Now,247.98,250.55481175156456,0.0,62132.58221815297,0.0,62132.58221815297
ST21,SKU01657,Grocery,Cooking Oil,HealthFirst,210,95,19,105.73236340004779,1.9861468451759312,LOW,MEDIUM,Watch / Reduce Orders,182.07,0.0,104.26763659995221,0.0,18984.008595753297,18984.008595753297
ST13,SKU01529,Stationery & Office,Office Supplies,DailyBest,52,52,23,68.57764867998056,0.7582645512192959,HIGH,LOW,Reorder Now,65.85,16.577648679980555,0.0,1091.6381655767195,0.0,1091.6381655767195
ST13,SKU02296,Home & Kitchen,Home Decor,ValueChoice,167,82,38,68.66721057914008,2.4320195707896097,LOW,HIGH,Clear / Markdown,686.74,0.0,98.33278942085992,0.0,67529.05980688134,67529.05980688134
ST03,SKU03273,Health & Wellness,Vitamins & Supplements,NutriPlus,41,22,5,59.589323525904184,0.6880427159435165,HIGH,LOW,Reorder Now,912.26,18.589323525904184,0.0,16958.296279741353,0.0,16958.296279741353
ST13,SKU01008,Home & Kitchen,Storage & Containers,PremiumSelect,118,72,16,69.47983628623297,1.6983344565447835,LOW,MEDIUM,Watch / Reduce Orders,629.42,0.0,48.52016371376703,0.0,30539.561444719246,30539.561444719246
ST26,SKU01394,Frozen Foods,Ice Cream,FamilyChoice,30,35,15,73.26016803952578,0.4094994702143491,HIGH,LOW,Reorder Now,374.05,43.26016803952578,0.0,16181.465855184619,0.0,16181.465855184619
ST23,SKU04511,Apparel & Footwear,Men's Wear,EliteHome,97,38,16,76.41228928581407,1.2694293144022848,LOW,LOW,Healthy,1017.56,0.0,20.58771071418593,0.0,0.0,0.0
ST25,SKU04411,Home Care,Surface Cleaners,UrbanBite,31,93,39,150.45777961763181,0.20603786709322924,HIGH,LOW,Reorder Now,304.41,119.45777961763181,0.0,36364.1426934033,0.0,36364.1426934033
ST19,SKU04698,Beverages,Energy Drinks,SunriseFoods,170,66,24,66.14387364967352,2.57015488540017,LOW,HIGH,Clear / Markdown,58.26,0.0,103.85612635032648,0.0,6050.65792117002,6050.65792117002
ST18,SKU01976,Dairy & Bakery,Yogurt,UrbanBite,70,91,44,66.82735497769221,1.0474752445816067,MEDIUM,LOW,Watch / Replenish Soon,220.34,0.0,3.1726450223077904,0.0,0.0,0.0
ST19,SKU01608,Health & Wellness,First Aid,SparkleClean,88,37,10,79.26092234716045,1.110257077435494,LOW,LOW,Healthy,106.28,0.0,8.739077652839555,0.0,0.0,0.0
ST26,SKU04743,Grocery,Rice & Grains,TrueTaste,175,61,25,73.20214225028742,2.3906404187141512,LOW,HIGH,Clear / Markdown,291.98,0.0,101.79785774971258,0.0,29722.93850576108,29722.93850576108
ST26,SKU04000,Personal Care,Men's Grooming,HealthFirst,5,23,8,67.68259235620762,0.07387423894293872,HIGH,LOW,Reorder Now,378.0,62.68259235620762,0.0,23694.019910646482,0.0,23694.019910646482
ST07,SKU01938,Health & Wellness,Vitamins & Supplements,CityFresh,93,64,28,155.8542736001524,0.5967112601518619,HIGH,LOW,Reorder Now,614.78,62.854273600152396,0.0,38641.55032390169,0.0,38641.55032390169
ST03,SKU03703,Beverages,Tea,CleanWave,133,46,10,67.55122356187319,1.9688762540056637,LOW,MEDIUM,Watch / Reduce Orders,68.02,0.0,65.44877643812681,0.0,4451.825773321386,4451.825773321386
ST30,SKU01216,Grocery,Cooking Oil,HomeStyle,3,64,31,58.24361391470532,0.05150779284392175,HIGH,LOW,Reorder Now,401.3,55.24361391470532,0.0,22169.262263971246,0.0,22169.262263971246
ST10,SKU01888,Grocery,Flour & Atta,TrueTaste,5,92,29,72.7203699991617,0.06875652585455269,HIGH,LOW,Reorder Now,77.48,67.7203699991617,0.0,5246.974267535049,0.0,5246.974267535049
ST20,SKU00417,Snacks & Confectionery,Biscuits & Cookies,HomeStyle,122,85,17,68.36403257436966,1.7845641254015052,LOW,MEDIUM,Watch / Reduce Orders,29.99,0.0,53.63596742563034,0.0,1608.5426630946538,1608.5426630946538
ST22,SKU01845,Apparel & Footwear,Kids Wear,NatureBlend,69,44,22,133.72466294589464,0.5159855966727513,HIGH,LOW,Reorder Now,484.53,64.72466294589464,0.0,31361.040937174326,0.0,31361.040937174326
ST17,SKU01460,Beverages,Coffee,MetroBrand,121,64,23,80.2012620762768,1.5087044376548695,LOW,MEDIUM,Watch / Reduce Orders,53.69,0.0,40.798737923723195,0.0,2190.4842391246984,2190.4842391246984
ST29,SKU03526,Home Care,Laundry,QuickBite,48,23,11,65.26554447046783,0.7354569764099592,HIGH,LOW,Reorder Now,106.88,17.26554447046783,0.0,1845.3413930036015,0.0,1845.3413930036015
ST27,SKU01771,Personal Care,Hair Care,PremiumSelect,31,65,18,74.87178323810221,0.4140411602247523,HIGH,LOW,Reorder Now,200.22,43.87178323810221,0.0,8784.008439932824,0.0,8784.008439932824
ST12,SKU02068,Stationery & Office,Notebooks,SoftTouch,53,82,27,319.0437951812465,0.1661213939919787,HIGH,LOW,Reorder Now,149.93,266.0437951812465,0.0,39887.946211524286,0.0,39887.946211524286
ST09,SKU01804,Home Care,Pest Control,TrueTaste,11,64,13,224.26405869731158,0.04904932187482909,HIGH,LOW,Reorder Now,148.59,213.26405869731158,0.0,31688.90648183353,0.0,31688.90648183353
